park,response,cutoff,max_inner_edge,mesh_id,n_vertices,all_converged,p_d_hessian,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response
Chobe,canopy_height_900m_coef,32,150,mesh_15,44,TRUE,5,15590.7438967443,122934,3.18763931644741,cv_canopy_height_900m_coef_chobe_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_chobe_mesh_15_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,tree_cover_1000m_coef,4,100,mesh_5,500,TRUE,5,-4931.3196647219,122934,-0.998647157699859,cv_tree_cover_1000m_coef_bwabwata_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_5_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,tree_cover_1000m_coef,8,50,mesh_7,178,TRUE,5,-5513.39116785791,122934,-1.11652312026284,cv_tree_cover_1000m_coef_bwabwata_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_7_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,tree_cover_1000m_coef,8,100,mesh_8,178,TRUE,5,-5486.58755618958,122934,-1.11109509035836,cv_tree_cover_1000m_coef_bwabwata_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_8_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,tree_cover_1000m_coef,8,150,mesh_9,178,TRUE,5,-5492.61159930971,122934,-1.11231502618666,cv_tree_cover_1000m_coef_bwabwata_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_9_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,tree_cover_1000m_coef,32,50,mesh_13,40,FALSE,4,-6384.90243506069,122934,-1.29301385886203,cv_tree_cover_1000m_coef_bwabwata_mesh_13_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_13_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,tree_cover_1000m_coef,32,100,mesh_14,40,FALSE,4,-6382.59636771582,122934,-1.29254685453945,cv_tree_cover_1000m_coef_bwabwata_mesh_14_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_14_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,tree_cover_1000m_coef,32,150,mesh_15,40,FALSE,4,-6377.31987256323,122934,-1.29147830550086,cv_tree_cover_1000m_coef_bwabwata_mesh_15_1000m_local_density_parks,builds/cv_park_models/cv_tree_cover_1000m_coef_bwabwata_mesh_15_1000m_local_density_parks.Rds,Woody Cover Trend
Bwabwata,canopy_height_900m_coef,2,50,mesh_1,1170,FALSE,3,17784.6126697995,122934,3.60158215265278,cv_canopy_height_900m_coef_bwabwata_mesh_1_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_1_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,4,50,mesh_4,500,FALSE,4,17270.1605850801,122934,3.49739987547188,cv_canopy_height_900m_coef_bwabwata_mesh_4_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_4_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,4,100,mesh_5,500,FALSE,4,17234.8359279242,122934,3.49024623894779,cv_canopy_height_900m_coef_bwabwata_mesh_5_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_5_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,4,150,mesh_6,500,FALSE,3,17230.0609997996,122934,3.48927926281887,cv_canopy_height_900m_coef_bwabwata_mesh_6_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_6_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,8,50,mesh_7,178,FALSE,2,16605.6252062302,122934,3.3628240595849,cv_canopy_height_900m_coef_bwabwata_mesh_7_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_7_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,8,100,mesh_8,178,FALSE,1,16576.680267181,122934,3.35696238703544,cv_canopy_height_900m_coef_bwabwata_mesh_8_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_8_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,8,150,mesh_9,178,FALSE,3,16590.6980038994,122934,3.35980113485205,cv_canopy_height_900m_coef_bwabwata_mesh_9_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_9_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,16,50,mesh_10,69,FALSE,2,16071.1779694323,122934,3.25459254139982,cv_canopy_height_900m_coef_bwabwata_mesh_10_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_10_1000m_local_density_parks.Rds,Canopy Height Trend
Bwabwata,canopy_height_900m_coef,16,150,mesh_12,69,FALSE,2,16067.1511745599,122934,3.25377707058726,cv_canopy_height_900m_coef_bwabwata_mesh_12_1000m_local_density_parks,builds/cv_park_models/cv_canopy_height_900m_coef_bwabwata_mesh_12_1000m_local_density_parks.Rds,Canopy Height Trend
